service_type,day_of_week,is_weekend,hour_of_day,slot_booking_count,avg_hourly_bookings,avg_service_duration_minutes,historical_avg_wait,expected_wait_minutes
license,5,1,13,8,15,24.46,130.18,202.89
nic,6,1,9,8,8,13.5,71.04,94.09
nic,4,0,11,9,9,16.9,104.31,161.27
passport,5,1,13,12,12,32.98,252.55,240
license,2,0,11,4,12,25.74,73.2,112.28
passport,3,0,10,9,13,33.68,212.76,240
nic,3,0,9,2,10,15.36,10.7,27.15
license,1,0,11,9,9,30.73,179.02,240
license,5,1,15,10,10,22.9,156.96,211.84
nic,2,0,13,8,13,11.87,60.09,109.29
nic,3,0,10,5,14,15.36,50.99,87.76
license,2,0,10,7,12,26.85,109.86,185.03
nic,3,0,10,9,11,20.6,121.7,194.78
license,1,0,10,9,11,27.26,154.46,234.44
nic,1,0,14,10,18,19.88,126.12,218.12
nic,4,0,11,8,10,16.38,83.26,143.93
license,0,0,11,10,13,21.21,151.11,218.28
license,4,0,9,8,8,26.41,123.32,203.32
passport,5,1,9,7,13,33.66,133.24,212.5
license,2,0,15,5,11,20.63,66.14,108.22
passport,3,0,13,13,13,31.37,259.38,240
passport,2,0,10,7,12,31.08,144.27,219.42
nic,5,1,13,12,12,14.91,113.4,191.77
nic,0,0,13,6,17,19.92,74.56,134.97
passport,4,0,14,11,11,33.89,243.01,240
license,1,0,15,5,19,21.32,71.05,117.68
license,1,0,14,11,11,30.94,211.74,240
nic,3,0,11,7,9,17.69,75.18,120.64
passport,5,1,13,12,15,39.96,309.93,240
license,2,0,14,14,21,20.59,190.52,240
passport,6,1,14,7,12,31.22,134.65,205.03
license,3,0,10,6,8,22.44,74.5,150.29
nic,2,0,15,2,11,11.91,8.35,22.21
nic,4,0,14,10,11,13.98,89.22,147.95
nic,2,0,13,7,21,22.37,93.9,182.87
passport,6,1,9,12,12,33.95,254.3,240
license,6,1,13,10,13,22.88,138.41,222.81
nic,3,0,9,5,5,21.1,74.86,102.6
nic,3,0,14,9,13,19.94,116.9,188.88
passport,1,0,9,5,13,33.08,105.39,167.28
passport,3,0,14,14,20,32.21,290.8,240
passport,4,0,10,9,9,25.41,138.47,219.7
license,0,0,15,7,14,26.21,115.48,183.78
license,3,0,10,14,20,18.99,184.11,240
nic,6,1,10,8,12,14.34,60.85,99.14
nic,2,0,13,7,7,21.01,115.98,166.93
nic,5,1,9,5,5,15.43,55.61,62.64
nic,6,1,9,2,6,21.36,22.08,29.5
license,3,0,14,10,17,22.98,156.33,240
passport,2,0,14,13,21,32.31,276.54,240
nic,4,0,14,14,14,18.01,169.89,240
nic,2,0,11,7,7,19.87,85.55,137.86
license,6,1,15,5,8,25.4,78.09,113.13
license,5,1,9,6,11,19.34,91.65,109.26
license,5,1,9,9,9,16.58,99.86,122.72
passport,6,1,14,12,12,24.91,214.69,240
nic,1,0,10,12,15,23.42,194.75,240
nic,0,0,14,12,13,13.79,111.29,177.14
nic,6,1,15,8,8,14.76,82.83,107.19
nic,5,1,14,10,11,17.35,117.04,176.6
license,1,0,9,6,6,27.24,101.98,163.09
passport,0,0,9,6,6,34.16,140.75,194.84
passport,1,0,10,7,12,32.73,150.43,231.71
passport,1,0,11,13,14,28.49,234.26,240
nic,1,0,10,7,18,13.35,64.57,101.16
nic,1,0,10,5,13,14.67,38.39,80.98
passport,3,0,9,7,12,36.47,175.72,240
passport,5,1,15,4,11,35.68,104.8,145.58
license,1,0,15,3,12,23.43,41.82,82.84
nic,5,1,11,11,16,20.74,149.97,222.76
nic,4,0,11,5,7,22.9,78.19,126.45
nic,1,0,9,4,14,18.17,52.55,70.35
license,6,1,10,10,10,26.01,161.15,240
passport,4,0,9,5,8,30.8,93.48,140.03
license,5,1,11,2,9,27.35,30.24,55.53
license,3,0,13,6,14,22.62,94.56,159.74
nic,4,0,15,5,5,16.42,68.56,96.39
passport,1,0,10,11,12,30.94,221.06,240
license,0,0,13,11,11,23.78,172.42,240
passport,5,1,11,7,10,40.25,174.65,240
passport,2,0,15,10,13,36.63,224.79,240
passport,3,0,15,6,9,31.21,132.39,193.96
nic,2,0,9,6,9,20.88,89.03,120.14
license,1,0,10,7,18,20.84,98.2,150.05
nic,5,1,10,9,12,13.58,88.66,118.1
nic,2,0,14,6,15,17.75,61.63,122.45
passport,4,0,14,10,15,29.36,196.28,240
passport,3,0,13,13,13,26.29,215.74,240
passport,5,1,10,12,13,30.49,235.39,240
passport,1,0,11,7,10,28.33,122.58,195.29
nic,5,1,13,12,12,13.55,99.76,165.1
passport,6,1,13,6,12,27.68,106.54,172.97
license,0,0,9,9,9,25.74,156.72,215.29
nic,3,0,14,2,13,23.51,36.82,67.13
nic,2,0,10,8,11,12.99,48.36,104.02
nic,2,0,11,9,12,20.34,106.27,170.32
license,4,0,14,8,10,19.66,105.18,172.17
passport,2,0,10,8,17,34.72,187.29,240
nic,6,1,10,7,7,17.47,87.39,105.21
license,5,1,10,6,9,28.94,121.61,159.64
nic,0,0,14,13,13,17.19,156.59,239.7
license,1,0,11,4,17,29.79,88.4,135.26
passport,5,1,15,11,11,29.28,217.86,240
nic,3,0,10,10,14,17.5,113.67,171.04
nic,2,0,15,8,11,11.53,52.24,100.58
license,0,0,10,7,18,25.91,110.96,188.97
nic,1,0,11,11,11,16.03,118.0,170.44
passport,3,0,14,9,12,33.01,186.91,240
passport,0,0,10,6,17,33.43,128.44,202.3
license,5,1,10,7,9,20.53,99.02,135.83
passport,5,1,10,10,10,33.31,229.83,240
license,3,0,9,6,6,27.37,101.54,156.3
passport,5,1,11,5,16,29.62,109.03,145.38
nic,4,0,13,9,15,14.11,90.29,129.85
license,6,1,15,5,5,29.12,105.05,143.16
license,2,0,14,13,13,28.27,237.78,240
nic,2,0,14,8,10,19.11,100.56,169.28
nic,5,1,13,13,13,15.53,128.88,201.97
license,5,1,15,7,8,25.17,108.6,165.93
license,6,1,11,13,13,27.51,221.36,240
passport,5,1,14,6,16,32.15,128.11,199.64
passport,2,0,14,12,16,31.12,250.67,240
passport,6,1,13,10,11,35.03,224.42,240
license,3,0,15,8,8,29.01,149.29,225.89
license,1,0,15,6,15,16.29,64.21,106.86
passport,6,1,10,10,13,23.14,138.45,205.51
nic,2,0,15,5,5,16.81,53.47,79.15
license,0,0,9,7,12,25.05,98.97,151.87
nic,5,1,13,4,6,13.43,34.38,58.09
nic,4,0,10,4,8,19.59,54.31,86.16
passport,0,0,15,9,11,40.08,243.81,240
license,4,0,11,13,15,20.69,175.98,240
nic,1,0,14,4,14,19.78,57.18,95.76
passport,5,1,11,5,8,34.55,119.11,163.18
nic,5,1,9,7,7,15.26,69.44,94.8
nic,3,0,15,2,12,27.46,32.28,56.26
nic,2,0,13,10,12,16.59,106.01,183.7
passport,0,0,15,8,8,26.24,136.08,214.45
license,4,0,11,9,11,22.06,142.56,198.36
nic,1,0,10,12,14,17.78,128.16,214.35
license,4,0,14,8,16,29.61,170.8,240
nic,5,1,14,4,7,18.43,48.35,79.45
nic,5,1,15,7,12,15.65,79.82,106.27
nic,6,1,9,10,11,17.26,116.02,150.26
passport,6,1,11,8,11,35.64,180.97,240
license,6,1,11,10,13,22.47,151.5,215.19
nic,4,0,10,7,7,17.75,90.24,130.64
passport,3,0,9,6,10,31.22,127.48,172.91
license,6,1,10,4,13,22.72,57.78,88.49
license,5,1,10,9,10,21.96,134.22,185.71
nic,3,0,10,6,7,20.36,78.82,123.32
license,3,0,13,11,11,28.83,200.9,240
passport,5,1,14,11,11,32.98,239.8,240
nic,2,0,10,8,8,19.34,90.88,162.07
license,2,0,9,10,10,24.28,157.18,228.44
license,5,1,10,8,14,27.75,149.51,202.53
passport,0,0,11,8,21,26.51,142.54,213.1
nic,2,0,14,15,15,19.44,183.82,240
nic,4,0,11,7,8,13.83,45.67,114.22
passport,5,1,9,7,7,35.1,161.71,223.41
license,6,1,13,8,8,21.31,108.77,171.94
nic,1,0,10,10,10,17.95,120.64,179.94
license,5,1,9,7,11,19.37,93.12,124.89
license,3,0,9,9,10,25.11,156.65,223.0
nic,3,0,10,13,13,19.17,161.19,234.92
passport,3,0,9,13,13,35.47,292.75,240
nic,2,0,9,14,14,20.36,181.75,240
license,2,0,14,14,14,21.17,185.07,240
passport,5,1,11,10,10,32.96,208.36,240
nic,1,0,10,13,14,19.7,182.58,240
license,2,0,14,5,15,19.35,56.75,119.06
passport,1,0,11,16,16,33.62,352.91,240
nic,5,1,15,5,5,14.93,32.74,49.13
license,6,1,11,7,7,24.93,118.66,170.87
license,6,1,10,15,15,20.3,202.68,240
passport,6,1,14,7,18,37.19,155.93,240
passport,1,0,14,12,15,25.53,210.61,240
license,5,1,10,4,11,24.6,68.92,94.62
passport,0,0,14,9,18,35.56,211.41,240
passport,0,0,15,10,15,31.38,216.84,240
nic,2,0,9,4,16,18.26,50.9,66.72
license,3,0,15,13,14,17.31,140.81,223.04
passport,6,1,10,9,10,37.09,212.03,240
nic,2,0,11,9,18,22.12,118.02,202.5
nic,3,0,11,6,19,26.47,106.76,161.73
nic,5,1,10,6,10,22.77,81.64,130.03
nic,3,0,15,8,8,22.3,108.78,171.79
license,0,0,10,11,16,23.99,170.25,240
passport,5,1,13,5,18,31.48,102.01,168.67
nic,2,0,9,1,2,25.37,20.08,22.63
nic,5,1,11,4,4,13.86,34.33,40.26
passport,5,1,10,12,12,35.29,268.7,240
passport,5,1,14,3,7,35.54,75.35,99.94
license,5,1,10,10,10,33.51,228.35,240
nic,6,1,11,9,12,10.58,66.82,100.67
nic,2,0,10,8,15,24.62,139.2,195.89
nic,5,1,13,6,7,17.66,71.08,117.59
nic,0,0,11,8,11,15.78,78.41,134.61
license,6,1,9,6,8,25.72,105.34,141.76
passport,2,0,11,13,14,32.64,271.13,240
passport,4,0,11,5,14,22.4,73.08,119.51
nic,2,0,11,12,12,14.41,113.36,167.28
nic,1,0,14,13,16,22.5,173.16,240
nic,1,0,13,7,9,15.76,80.23,127.61
nic,6,1,10,6,11,16.9,60.48,96.76
passport,1,0,14,9,23,33.13,188.73,240
license,3,0,10,6,22,27.26,111.19,180.63
nic,6,1,10,4,10,17.4,61.56,79.6
passport,0,0,10,16,16,34.51,356.65,240
passport,4,0,9,10,16,32.01,210.01,240
passport,5,1,14,11,12,24.68,176.13,240
passport,1,0,15,4,13,27.43,72.84,115.61
license,0,0,14,8,9,21.4,107.78,180.23
license,6,1,9,4,4,28.16,83.85,87.29
license,2,0,13,13,17,25.57,215.72,240
license,1,0,13,15,17,22.39,224.95,240
nic,2,0,15,3,3,15.37,42.32,58.53
passport,3,0,13,6,6,36.1,143.83,223.06
license,5,1,10,9,9,21.12,117.23,180.77
passport,5,1,9,5,7,38.73,125.88,182.08
passport,2,0,11,8,13,29.32,139.07,234.2
license,5,1,14,10,15,15.93,104.78,172.14
license,6,1,10,7,7,27.92,131.09,191.8
nic,3,0,9,7,12,18.18,92.12,126.24
passport,4,0,10,9,16,29.1,172.47,240
passport,1,0,10,10,16,26.98,182.32,240
passport,2,0,15,8,13,34.58,175.3,240
nic,0,0,13,11,13,26.44,194.09,240
passport,6,1,9,6,6,27.42,104.83,140.22
license,5,1,15,4,12,26.29,50.11,87.37
passport,6,1,13,12,14,33.62,260.18,240
passport,1,0,13,10,17,26.63,171.35,240
passport,5,1,13,8,16,33.03,174.98,240
passport,3,0,10,11,17,30.29,205.61,240
passport,4,0,11,5,16,28.88,80.83,145.89
nic,6,1,11,3,16,22.27,42.03,67.4
passport,4,0,9,3,10,29.95,47.0,89.46
passport,1,0,14,6,21,32.06,119.38,215.6
license,1,0,10,10,11,18.48,124.68,178.66
nic,3,0,14,7,13,12.43,45.1,101.53
nic,4,0,13,11,11,15.77,112.53,181.77
license,6,1,14,5,11,21.18,79.36,119.87
license,6,1,15,5,7,22.05,66.35,110.44
license,2,0,9,9,10,21.69,122.72,185.99
license,1,0,14,5,15,29.75,99.68,152.19
license,0,0,13,14,14,29.21,258.99,240
passport,4,0,10,9,10,29.89,179.14,240
passport,5,1,15,2,11,32.47,49.91,63.74
passport,1,0,13,14,23,32.51,288.51,240
passport,0,0,15,8,13,33.6,183.73,240
nic,0,0,13,5,12,20.07,61.15,114.39
license,3,0,14,13,15,29.4,234.05,240
license,5,1,13,4,15,27.38,62.41,121.39
passport,3,0,11,12,15,30.66,235.87,240
nic,1,0,15,7,8,25.28,95.45,173.78
passport,2,0,9,2,12,28.27,33.71,67.77
passport,3,0,9,7,10,34.68,159.84,229.02
license,1,0,10,13,13,23.1,194.94,240
passport,4,0,9,7,7,33.9,147.47,219.44
passport,2,0,10,5,17,22.93,66.28,127.97
license,3,0,9,5,8,14.95,47.16,74.03
license,1,0,13,9,22,21.24,110.85,200.75
license,4,0,11,7,14,22.88,89.18,149.14
license,3,0,13,7,13,25.44,113.05,191.55
nic,3,0,14,9,9,18.73,111.87,179.06
nic,1,0,9,12,12,16.41,120.13,188.03
nic,1,0,10,6,10,20.1,85.17,125.6
nic,2,0,11,6,8,16.72,62.36,99.72
nic,2,0,11,2,17,18.0,29.42,50.57
nic,1,0,14,10,10,15.93,109.38,170.46
passport,2,0,13,14,15,26.98,231.82,240
passport,0,0,14,10,14,37.5,258.41,240
passport,1,0,9,5,17,30.84,106.38,167.86
passport,5,1,10,10,10,29.77,207.43,240
license,4,0,14,9,14,25.09,138.84,225.14
nic,3,0,14,5,10,21.91,77.98,128.12
nic,0,0,11,14,14,19.32,178.91,240
license,3,0,11,2,17,33.58,50.41,76.42
passport,4,0,11,4,14,31.78,79.02,128.45
passport,6,1,13,8,12,34.16,188.76,240
license,5,1,14,5,9,18.75,64.11,109.0
nic,6,1,14,0,13,18.83,13.1,7.1
passport,1,0,10,11,15,31.89,245.04,240
passport,5,1,10,11,19,32.64,225.15,240
passport,5,1,11,1,12,32.35,20.65,33.32
nic,6,1,10,7,9,25.94,114.92,162.54
license,3,0,10,8,11,18.19,100.34,146.95
passport,4,0,9,5,9,32.88,109.93,163.23
passport,3,0,13,9,13,39.84,235.44,240
nic,5,1,15,6,12,14.13,59.37,82.36
passport,1,0,10,11,18,35.51,249.74,240
passport,6,1,15,4,4,30.77,80.59,105.59
license,0,0,9,11,11,15.29,103.02,159.33
passport,1,0,13,12,18,24.03,180.54,240
nic,6,1,10,4,4,22.24,73.5,83.39
license,0,0,11,15,15,18.57,177.42,240
license,1,0,9,6,8,22.8,89.42,126.13
passport,0,0,11,7,8,37.59,174.02,240
passport,1,0,14,11,16,33.02,241.75,240
passport,2,0,9,9,14,35.21,211.76,240
license,2,0,11,7,8,22.75,102.77,154.05
nic,5,1,10,3,10,24.24,44.86,59.74
passport,6,1,11,7,9,21.24,96.53,134.83
nic,3,0,14,10,10,15.14,110.97,169.95
license,6,1,14,7,12,21.24,93.55,153.13
passport,6,1,13,5,14,29.74,104.04,160.43
nic,6,1,10,8,8,14.46,71.33,97.99
nic,2,0,10,10,10,15.31,89.66,149.43
passport,5,1,11,12,12,35.63,280.35,240
passport,4,0,14,14,14,38.05,330.82,240
nic,3,0,14,7,16,18.92,88.03,144.31
license,4,0,14,8,13,20.81,100.46,185.32
nic,3,0,9,3,11,21.15,41.32,61.35
license,2,0,14,9,18,22.83,130.59,212.87
nic,1,0,9,4,10,13.5,32.51,52.27
license,0,0,11,9,15,21.61,123.8,205.63
passport,3,0,9,6,8,36.25,134.79,201.53
license,2,0,9,6,7,26.3,95.14,139.39
nic,2,0,10,4,13,16.96,35.68,79.61
license,6,1,11,8,8,22.75,111.97,169.88
passport,1,0,10,11,19,35.42,263.32,240
passport,2,0,15,9,19,28.3,164.89,240
passport,5,1,9,8,15,32.7,162.47,240
nic,3,0,9,6,13,14.63,43.12,81.66
license,5,1,15,6,8,25.54,93.15,153.19
passport,0,0,13,13,21,33.07,280.24,240
passport,0,0,11,5,14,32.77,111.24,173.56
passport,3,0,15,15,15,33.62,339.02,240
passport,2,0,11,13,15,30.5,252.8,240
nic,1,0,14,13,13,14.06,122.83,194.17
license,6,1,14,10,12,21.34,139.39,224.21
nic,0,0,14,8,19,11.64,69.01,122.94
license,5,1,14,14,16,24.05,232.68,240
nic,6,1,11,1,15,10,10.4,14.83
passport,5,1,10,3,13,30.66,62.5,82.14
nic,0,0,11,13,13,17.32,153.44,236.97
license,1,0,10,10,15,26.43,174.42,240
license,3,0,15,7,7,21.15,85.63,127.55
nic,3,0,10,8,11,26.29,135.61,204.19
nic,5,1,9,5,9,26.66,80.8,120.94
license,5,1,11,8,8,26.13,120.92,182.26
passport,2,0,11,13,15,30.36,245.94,240
nic,6,1,13,5,10,16.22,51.77,90.71
license,5,1,9,7,10,26.32,117.6,168.22
license,3,0,11,7,11,24.19,109.76,167.07
nic,2,0,9,5,14,14.64,51.47,65.19
nic,2,0,13,12,13,18.89,145.69,230.27
passport,3,0,13,18,18,40.91,479.79,240
nic,4,0,15,5,6,18.59,51.55,91.38
passport,6,1,15,5,9,27.48,90.89,129.15
license,1,0,11,6,15,28.17,110.49,170.09
license,5,1,13,5,6,25.86,83.29,129.23
passport,0,0,10,6,13,38.22,137.43,216.16
passport,3,0,14,6,13,27.91,96.17,168.7
license,6,1,9,5,5,26.79,90.96,122.24
passport,0,0,15,16,16,27.79,285.74,240
license,3,0,14,10,19,22.83,163.72,240
passport,3,0,9,10,10,36.78,233.5,240
license,5,1,13,4,13,23.05,62.92,105.76
nic,2,0,10,3,11,10,19.38,34.06
nic,0,0,13,14,17,16.7,152.91,240
license,1,0,15,8,16,23.01,119.76,184.16
license,0,0,10,10,15,19.39,122.18,199.55
nic,1,0,11,7,14,17.12,75.47,122.9
passport,4,0,14,11,17,29.4,195.71,240
passport,1,0,11,10,13,32.8,210.98,240
license,6,1,9,0,7,18.3,5,3
license,4,0,9,3,7,22.26,39.13,55.8
nic,2,0,14,6,11,15.86,66.2,117.3
passport,0,0,10,12,17,31.97,241.25,240
license,4,0,15,7,14,23.07,107.53,163.27
license,4,0,14,8,17,18.64,101.61,167.12
license,3,0,14,9,20,28.35,172.15,240
passport,5,1,14,6,6,34.15,120.77,200.64
nic,1,0,13,10,10,21.68,141.88,220.89
nic,2,0,13,8,10,18.62,108.24,152.14
license,5,1,11,10,13,17.35,93.56,164.38
nic,0,0,11,11,11,12.81,78.19,144.7
passport,2,0,15,7,17,33.52,144.07,233.23
nic,6,1,15,9,9,12.23,68.2,91.89
passport,5,1,15,3,10,32.13,60.03,95.64
nic,1,0,13,5,9,15.02,30.5,87.25
nic,6,1,14,6,14,15.47,62.97,94.37
passport,6,1,11,9,9,34.62,206.63,240
license,4,0,15,10,10,23.1,152.9,221.88
passport,6,1,11,10,10,35.95,234.8,240
passport,2,0,13,11,19,29.63,204.36,240
license,6,1,13,10,19,21.7,148.08,211.71
passport,5,1,10,10,10,31.33,199.05,240
nic,1,0,15,7,13,10,47.95,80.31
passport,5,1,15,13,13,28.78,238.84,240
license,3,0,13,5,13,20.07,72.31,105.35
passport,0,0,14,16,17,30.42,323.25,240
nic,2,0,9,5,8,12.21,26.77,46.1
passport,0,0,9,4,12,28.71,88.79,113.96
passport,6,1,11,9,12,35.93,217.38,240
nic,3,0,14,5,5,23.18,79.56,125.64
passport,6,1,14,7,7,32.17,151.33,224.88
nic,3,0,10,5,15,19.64,57.05,102.14
passport,4,0,14,16,16,32.92,340.8,240
passport,1,0,13,12,12,35.16,284.6,240
license,2,0,15,7,7,26.33,120.24,183.86
license,6,1,14,4,11,20.93,52.41,91.32
passport,2,0,13,16,17,31.89,331.97,240
passport,1,0,14,8,15,34.33,185.51,240
passport,5,1,15,4,10,34.35,83.81,127.68
nic,6,1,15,7,9,17.89,70.73,119.19
license,5,1,14,11,11,23.32,170.46,240
nic,4,0,15,11,13,16.99,120.5,190.4
license,3,0,15,11,11,25.32,179.64,240
license,3,0,13,10,10,23.29,156.57,227.82
license,5,1,14,10,15,22.43,148.47,234.09
nic,1,0,9,5,8,24.15,56.16,106.21
passport,6,1,11,5,8,31.92,91.76,142.35
passport,2,0,14,8,17,30.31,159.88,240
license,1,0,10,9,10,31.56,182.79,240
license,0,0,10,7,19,28.66,128.47,199.09
license,3,0,10,7,11,15.97,67.37,110.59
passport,3,0,9,7,11,20.48,87.39,134.93
passport,2,0,9,11,11,30.76,213.61,240
nic,5,1,13,10,12,14.51,96.31,147.66
license,3,0,10,10,14,29.24,188.56,240
nic,5,1,14,10,10,18.41,124.76,187.2
nic,3,0,11,10,10,23.1,150.44,232.22
license,0,0,15,12,12,25.38,202.25,240
license,4,0,10,10,12,27.63,180.44,240
passport,6,1,10,8,10,31.02,162.35,233.2
nic,6,1,9,8,9,12.1,55.87,82.76
nic,6,1,14,9,9,19.51,120.46,172.67
nic,1,0,11,11,14,23.73,163.73,240
license,2,0,9,0,18,27.19,5,5.72
license,4,0,15,8,9,23.77,128.59,192.38
passport,0,0,15,8,13,27.75,147.09,220.29
passport,4,0,15,10,15,37.06,244.37,240
passport,6,1,14,5,9,35.31,114.67,168.75
passport,6,1,11,7,10,33.38,166.08,227.01
nic,2,0,11,3,10,18.98,31.67,66.05
nic,4,0,15,10,11,19.56,118.94,183.95
nic,1,0,11,8,12,22.77,112.83,191.43
nic,2,0,10,13,13,16.63,133.5,216.76
passport,4,0,11,11,11,30.31,229.45,240
passport,6,1,15,7,8,35.12,159.87,222.24
license,4,0,14,12,15,16.73,145.48,224.92
nic,5,1,13,8,12,22.56,116.66,185.05
nic,3,0,13,12,20,22.83,163.5,240
nic,1,0,10,8,10,18.93,90.32,154.72
nic,4,0,10,10,12,17.33,116.56,162.02
nic,2,0,15,7,13,13.61,57.3,101.32
nic,6,1,11,4,10,15.14,41.91,57.49
license,4,0,10,9,17,24.34,148.14,215.61
license,3,0,10,10,10,22.32,161.0,230.93
license,0,0,11,10,15,20.04,131.82,210.28
nic,0,0,15,4,17,15.24,38.81,62.79
passport,1,0,15,6,14,40.11,160.0,234.83
passport,1,0,14,11,15,31.01,227.81,240
passport,0,0,10,13,19,29.83,247.6,240
license,0,0,14,9,12,26.52,157.87,240
passport,2,0,9,10,16,26.3,154.71,240
nic,4,0,14,3,9,14.49,31.12,63.02
nic,4,0,15,4,12,18.15,54.47,86.31
license,4,0,13,5,13,31.25,98.28,162.02
passport,5,1,10,9,9,27.32,159.86,225.78
license,6,1,14,8,15,26.96,134.96,218.23
nic,1,0,11,7,12,19.08,83.57,140.09
nic,6,1,13,3,17,26.81,36.24,84.66
passport,2,0,11,5,18,33.25,116.02,170.86
license,2,0,15,3,10,20.47,30.48,56.57
nic,3,0,9,1,2,15.07,18.89,4.96
nic,1,0,15,11,17,18.96,121.64,211.59
license,0,0,9,4,10,13.48,32.71,55.86
passport,1,0,11,10,19,26.02,172.69,240
nic,0,0,13,7,7,20.36,78.47,143.7
license,0,0,14,10,12,24.34,148.13,240
nic,1,0,15,7,13,13.43,45.21,89.97
nic,1,0,10,0,13,26.55,12.03,10.57
passport,2,0,10,11,16,29.57,214.28,240
passport,4,0,14,14,18,26.35,224.88,240
passport,6,1,10,8,8,44.16,217.04,240
license,5,1,11,4,15,30.01,77.0,105.78
passport,2,0,13,11,20,31.28,209.6,240
passport,0,0,10,9,19,30.42,185.41,240
license,2,0,15,7,19,28.0,127.42,208.63
passport,1,0,11,9,15,36.71,210.12,240
license,4,0,9,10,12,26.38,163.51,240
license,5,1,10,8,9,15.08,80.31,112.49
passport,3,0,15,7,10,34.72,147.46,225.94
passport,5,1,9,5,15,35.42,118.58,166.23
nic,6,1,15,10,10,22.24,144.12,208.3
passport,4,0,11,11,15,31.66,239.29,240
nic,4,0,11,12,13,20.49,156.58,240
license,6,1,14,9,10,28.21,162.9,240
nic,1,0,14,8,17,20.52,104.06,186.27
license,0,0,10,8,13,26.22,147.71,206.89
passport,5,1,14,2,2,38.17,59.27,82.71
nic,1,0,9,9,10,14.74,94.95,131.59
license,0,0,11,12,12,22.63,205.0,240
nic,5,1,11,4,7,20.09,53.99,71.43
passport,3,0,14,11,11,22.71,168.37,240
nic,2,0,15,6,6,23.22,89.14,143.36
license,2,0,11,7,14,27.02,116.13,188.18
nic,1,0,15,14,15,18.19,159.55,240
nic,1,0,11,10,11,18.09,129.1,187.15
nic,5,1,14,8,13,11.25,57.47,96.8
nic,0,0,9,8,11,23.6,126.48,175.58
license,5,1,11,7,13,26.28,112.38,175.32
nic,3,0,9,2,9,18.32,17.98,31.75
passport,5,1,11,6,14,33.43,145.76,193.71
passport,5,1,11,6,13,34.85,144.01,199.66
passport,3,0,9,4,15,33.6,90.83,121.89
license,0,0,14,16,16,21.63,218.72,240
nic,2,0,9,4,7,22.79,66.81,82.46
passport,0,0,9,6,15,28.8,107.33,161.01
passport,4,0,11,12,14,35.16,285.22,240
license,5,1,14,11,11,21.29,158.72,236.57
nic,2,0,9,5,10,18.47,58.65,85.98
license,0,0,11,10,13,28.19,184.6,240
nic,0,0,9,3,10,19.54,41.45,61.62
license,2,0,10,9,15,21.84,127.28,217.94
license,4,0,14,8,12,20.32,104.38,168.44
passport,0,0,15,7,7,32.67,150.48,221.67
passport,0,0,15,7,15,38.34,165.48,240
license,3,0,14,13,13,26.05,235.66,240
nic,2,0,14,3,12,20.73,35.69,86.62
license,4,0,11,10,15,26.97,174.15,240
license,3,0,10,8,15,22.13,124.62,182.4
license,6,1,13,7,7,23.83,112.44,171.8
nic,2,0,15,6,13,12.28,36.93,72.65
license,1,0,10,9,9,17.96,106.15,172.83
nic,4,0,14,13,17,18.03,143.65,240
passport,2,0,11,13,15,30.45,246.21,240
passport,1,0,13,11,24,34.28,244.88,240
license,0,0,14,3,11,21.67,45.81,81.48
license,1,0,11,11,12,24.92,170.85,240
license,3,0,15,14,14,27.95,270.44,240
nic,3,0,14,11,13,23.01,163.11,240
nic,0,0,9,6,12,16.95,65.11,89.57
license,2,0,13,5,18,24.62,89.48,141.64
nic,0,0,14,4,17,20.26,49.88,96.46
nic,2,0,15,5,9,21.92,75.94,121.61
nic,2,0,11,7,14,15.78,74.38,117.19
license,6,1,10,8,12,25.04,132.42,191.02
nic,0,0,15,8,10,13.65,68.59,124.74
license,0,0,9,3,16,21.86,44.7,62.14
license,0,0,14,9,10,31.92,178.5,240
passport,3,0,14,8,15,29.15,153.22,240
nic,3,0,11,12,13,18.77,156.15,223.64
passport,4,0,15,6,21,34.13,132.19,216.13
nic,4,0,10,6,22,13.17,50.35,87.66
passport,1,0,14,12,15,34.54,247.16,240
license,4,0,9,12,14,24.77,181.46,240
passport,1,0,9,9,13,32.56,191.23,240
nic,5,1,14,10,15,25.71,163.14,240
nic,4,0,11,8,10,21.41,106.86,173.11
license,4,0,9,10,10,18.12,120.29,165.88
passport,1,0,13,16,17,29.89,308.03,240
passport,6,1,15,10,11,32.19,205.79,240
license,1,0,15,8,17,17.72,88.17,143.8
passport,5,1,14,3,14,37.36,72.67,123.76
passport,1,0,13,10,15,34.36,210.79,240
nic,0,0,11,8,8,22.1,114.48,164.23
passport,1,0,11,14,16,35.2,317.35,240
nic,0,0,9,7,7,21.92,115.61,153.42
passport,3,0,9,8,8,34.59,185.52,240
license,2,0,13,7,13,25.61,119.23,186.13
nic,0,0,13,9,15,17.58,104.34,169.99
license,1,0,9,11,11,30.19,220.31,240
license,5,1,14,14,15,19.16,177.04,240
passport,0,0,15,2,19,32.35,30.19,62.38
license,4,0,15,8,14,25.05,138.81,197.5
license,6,1,10,3,12,27.18,56.85,82.96
license,3,0,10,7,15,22.03,108.71,155.96
license,3,0,9,8,18,25.69,139.03,208.91
passport,5,1,10,11,11,32.08,218.22,240
passport,2,0,11,13,13,33.48,294.26,240
license,3,0,11,11,11,22.75,165.31,240
passport,1,0,10,8,8,30.75,157.4,240
license,4,0,9,4,12,27.61,81.92,110.57
passport,3,0,9,4,10,33.05,89.94,131.23
nic,5,1,14,7,9,20.11,88.74,145.83
